league,season,date,year,month,day,time,score,home_team,away_team,home_formation,away_formation,venue,referee,file_path
france_league-1,2022-2023,2023-04-02,2023,04,02,23:05,4 - 3,Monaco,Strasbourg,4 - 4 - 2,3 - 1 - 4 - 2,Stade Louis II (Monaco),Willy Delajod,database/Game_dataset/france_league-1_2022-2023/2023-04-02_as-monaco-rc-strasbourg-ligue-1-2022-2023/2023-04-02_Monaco_4-3_Strasbourg_YZ1umXwp.json
france_league-1,2022-2023,2023-04-09,2023,04,09,21:00,1 - 2,Montpellier,Toulouse,4 - 3 - 3,4 - 2 - 3 - 1,Stade de la Mosson (Montpellier),Florent Batta,database/Game_dataset/france_league-1_2022-2023/2023-04-09_montpellier-hsc-toulouse-fc/2023-04-09_Montpellier_1-2_Toulouse_v7q5MXU2.json
france_league-1,2022-2023,2023-04-09,2023,04,09,23:05,2 - 2,Nantes,Monaco,4 - 2 - 3 - 1,4 - 4 - 2,Stade de la Beaujoire (Nantes),,database/Game_dataset/france_league-1_2022-2023/2023-04-09_fc-nantes-as-monaco-ligue-1-2022-2023/2023-04-09_Nantes_2-2_Monaco_Q3eNclh2.json
france_league-1,2022-2023,2023-04-14,2023,04,14,03:00,1 - 2,Toulouse,Lyon,4 - 2 - 3 - 1,4 - 3 - 3,Stadium Municipal (Toulouse),Francois Letexier,database/Game_dataset/france_league-1_2022-2023/2023-04-14_toulouse-fc-olympique-lyonnais-ligue-1/2023-04-15_Toulouse_1-2_Lyon_xUaVc99a.json
france_league-1,2022-2023,2023-04-15,2023,04,15,03:00,3 - 1,PSG,Lens,3 - 5 - 2,3 - 4 - 2 - 1,Parc des Princes (Paris),Willy Delajod,database/Game_dataset/france_league-1_2022-2023/2023-04-15_paris-saint-germain-rc-lens-ligue-1-2022-2023/2023-04-16_PSG_3-1_Lens_AFqkIweE.json
france_league-1,2022-2023,2023-04-22,2023,04,22,03:00,3 - 0,Lens,Monaco,3 - 4 - 2 - 1,4 - 2 - 3 - 1,Stade Bollaert-Delelis (Lens),,database/Game_dataset/france_league-1_2022-2023/2023-04-22_rc-lens-as-monaco-ligue-1/2023-04-23_Lens_3-0_Monaco_W4v8BSwa.json
france_league-1,2022-2023,2023-04-23,2023,04,23,21:00,0 - 1,Lorient,Toulouse,3 - 4 - 3,4 - 2 - 3 - 1,Stade du Moustoir (Lorient),Marc Bollengier,database/Game_dataset/france_league-1_2022-2023/2023-04-23_fc-lorient-toulouse-fc/2023-04-23_Lorient_0-1_Toulouse_ji6ofR8O.json
france_league-1,2022-2023,2023-04-23,2023,04,23,02:45,1 - 2,Lyon,Marseille,4 - 3 - 3,3 - 4 - 2 - 1,Parc Olympique Lyonnais (Lyon),Jerome Brisard,database/Game_dataset/france_league-1_2022-2023/2023-04-23_olympique-lyonnais-olympique-de-marseille-ligue-1-2022-2023/2023-04-24_Lyon_1-2_Marseille_xru4C8Oh.json
france_league-1,2022-2023,2023-05-14,2023,05,14,21:00,0 - 0,Toulouse,Nantes,4 - 2 - 3 - 1,3 - 4 - 1 - 2,Stadium Municipal (Toulouse),Jerome Brisard,database/Game_dataset/france_league-1_2022-2023/2023-05-14_toulouse-fc-fc-nantes/2023-05-14_Toulouse_0-0_Nantes_UwVzWgLr.json
france_league-1,2022-2023,2023-05-14,2023,05,14,02:45,3 - 1,Marseille,Angers,3 - 4 - 2 - 1,5 - 3 - 2,Stade Vélodrome (Marseille),Benoit Millot,database/Game_dataset/france_league-1_2022-2023/2023-05-14_olympique-de-marseille-angers-sco-ligue-1/2023-05-15_Marseille_3-1_Angers_lpX7SKEj.json
france_league-1,2022-2023,2023-05-21,2023,05,21,21:00,0 - 0,Nice,Toulouse,4 - 3 - 3,4 - 2 - 3 - 1,Allianz Riviera (Nice),Jeremie Pignard,database/Game_dataset/france_league-1_2022-2023/2023-05-21_ogc-nice-toulouse-fc/2023-05-21_Nice_0-0_Toulouse_QPEwjFCE.json
france_league-1,2022-2023,2023-05-27,2023,05,27,03:00,1 - 1,Toulouse,Auxerre,4 - 2 - 3 - 1,5 - 4 - 1,Stadium Municipal (Toulouse),Mathieu Vernice,database/Game_dataset/france_league-1_2022-2023/2023-05-27_toulouse-fc-aj-auxerre/2023-05-28_Toulouse_1-1_Auxerre_xvkheAlf.json
france_league-1,2023-2024,2023-08-11,2023,08,11,03:00,1 - 1,Nice,Lille,4 - 3 - 3,4 - 2 - 3 - 1,Allianz Riviera (Nice),Benoit Bastien,database/Game_dataset/france_league-1_2023-2024/2023-08-11_ogc-nice-lille-osc/2023-08-12_Nice_1-1_Lille_SdyiV3RA.json
france_league-1,2023-2024,2023-08-25,2023,08,25,03:00,3 - 3,Nantes,Monaco,3 - 4 - 2 - 1,3 - 4 - 2 - 1,Stade de la Beaujoire (Nantes),Jeremie Pignard,database/Game_dataset/france_league-1_2023-2024/2023-08-25_fc-nantes-as-monaco-ligue-1-2023-2024/2023-08-26_Nantes_3-3_Monaco_vodQZSBQ.json
france_league-1,2023-2024,2023-08-26,2023,08,26,03:00,3 - 1,PSG,Lens,4 - 3 - 3,3 - 4 - 2 - 1,Parc des Princes (Paris),,database/Game_dataset/france_league-1_2023-2024/2023-08-26_paris-saint-germain-rc-lens-ligue-1-2023-2024/2023-08-27_PSG_3-1_Lens_UFEZC54D.json
france_league-1,2023-2024,2023-08-27,2023,08,27,21:00,2 - 0,Strasbourg,Toulouse,3 - 5 - 2,4 - 3 - 3,Stade de la Meinau (Strasbourg),Benoit Bastien,database/Game_dataset/france_league-1_2023-2024/2023-08-27_rc-strasbourg-toulouse-fc/2023-08-27_Strasbourg_2-0_Toulouse_bVxcU6Zm.json
france_league-1,2023-2024,2023-09-03,2023,09,03,19:00,2 - 2,Toulouse,Clermont,3 - 4 - 2 - 1,3 - 4 - 2 - 1,Stadium Municipal (Toulouse),Florent Batta,database/Game_dataset/france_league-1_2023-2024/2023-09-03_toulouse-fc-clermont-foot-ligue-1/2023-09-03_Toulouse_2-2_Clermont_Wry5Sp40.json
france_league-1,2023-2024,2023-09-15,2023,09,15,03:00,2 - 3,PSG,Nice,4 - 3 - 3,4 - 3 - 3,Parc des Princes (Paris),Clement Turpin,database/Game_dataset/france_league-1_2023-2024/2023-09-15_paris-saint-germain-ogc-nice-ligue-1-2023-2024/2023-09-16_PSG_2-3_Nice_Ohl6eqYn.json
france_league-1,2023-2024,2023-09-23,2023,09,23,23:00,5 - 3,Nantes,Lorient,4 - 4 - 2,3 - 4 - 2 - 1,Stade de la Beaujoire (Nantes),Florent Batta,database/Game_dataset/france_league-1_2023-2024/2023-09-23_fc-nantes-fc-lorient/2023-09-23_Nantes_5-3_Lorient_8xxmwRLB.json
france_league-1,2023-2024,2023-09-23,2023,09,23,03:00,1 - 0,Brest,Lyon,4 - 3 - 3,4 - 1 - 4 - 1,Stade Francis-Le Blé (Brest),,database/Game_dataset/france_league-1_2023-2024/2023-09-23_stade-brestois-olympique-lyonnais-ligue-1-2023-2024/2023-09-24_Brest_1-0_Lyon_4Ence8yt.json
france_league-1,2023-2024,2023-10-01,2023,10,01,21:00,3 - 0,Toulouse,Metz,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Stadium Municipal (Toulouse),Gael Angoula,database/Game_dataset/france_league-1_2023-2024/2023-10-01_toulouse-fc-fc-metz-ligue-1/2023-10-01_Toulouse_3-0_Metz_jVl9h6Lb.json
france_league-1,2023-2024,2023-10-08,2023,10,08,21:00,1 - 1,Brest,Toulouse,4 - 2 - 3 - 1,4 - 4 - 2,Stade Francis-Le Blé (Brest),Pierre Gaillouste,database/Game_dataset/france_league-1_2023-2024/2023-10-08_stade-brestois-toulouse-fc-ligue-1/2023-10-08_Brest_1-1_Toulouse_QBszcLCp.json
france_league-1,2023-2024,2023-10-22,2023,10,22,21:00,1 - 1,Toulouse,Reims,4 - 1 - 4 - 1,5 - 3 - 2,Stadium Municipal (Toulouse),Jeremy Stinat,database/Game_dataset/france_league-1_2023-2024/2023-10-22_toulouse-fc-stade-de-reims-ligue-1/2023-10-22_Toulouse_1-1_Reims_67KMKO4i.json
germany_bundesliga,2014-2015,2015-02-21,2015,2,21,15:30,0 - 6,Paderborn,Bayern Munich,4-1-4-1,4-2-3-1,Home Deluxe Arena (Paderborn),Bastian Dankert,database/Game_dataset/germany_bundesliga_2014-2015/2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich/Labels-caption.json
germany_bundesliga,2014-2015,2015-04-11,2015,4,11,15:30,3 - 0,Bayern Munich,Eintracht Frankfurt,4-3-1-2,4-4-2,Allianz Arena (Munich),Markus Schmidt,database/Game_dataset/germany_bundesliga_2014-2015/2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt/Labels-caption.json
germany_bundesliga,2014-2015,2015-04-25,2015,4,25,15:30,2 - 0,Dortmund,Eintracht Frankfurt,4-2-3-1,4-4-2,Signal Iduna Park (Dortmund),Michael Weiner,database/Game_dataset/germany_bundesliga_2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/Labels-caption.json
germany_bundesliga,2014-2015,2015-04-25,2015,4,25,18:30,1 - 0,Bayern Munich,Hertha Berlin,4-3-3,4-2-3-1,Allianz Arena (Munich),Guido Winkmann,database/Game_dataset/germany_bundesliga_2014-2015/2015-04-25 - 19-30 Bayern Munich 1 - 0 Hertha Berlin/Labels-caption.json
germany_bundesliga,2014-2015,2015-05-02,2015,5,2,15:30,1 - 1,Hoffenheim,Dortmund,4-4-2,4-2-3-1,PreZero Arena (Sinsheim),Jochen Drees,database/Game_dataset/germany_bundesliga_2014-2015/2015-05-02 - 16-30 Hoffenheim 1 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2014-2015,2015-05-09,2015,5,9,15:30,2 - 0,Dortmund,Hertha Berlin,4-2-3-1,4-2-3-1,Signal Iduna Park (Dortmund),Tobias Stieler,database/Game_dataset/germany_bundesliga_2014-2015/2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin/Labels-caption.json
germany_bundesliga,2014-2015,2015-05-09,2015,5,9,15:30,0 - 1,Bayern Munich,FC Augsburg,4-3-3,4-1-4-1,Allianz Arena (Munich),Sascha Stegemann,database/Game_dataset/germany_bundesliga_2014-2015/2015-05-09 - 16-30 Bayern Munich 0 - 1 FC Augsburg/Labels-caption.json
germany_bundesliga,2014-2015,2015-05-16,2015,5,16,15:30,2 - 1,Wolfsburg,Dortmund,4-2-3-1,4-2-3-1,Volkswagen Arena (Wolfsburg),Marco Fritz,database/Game_dataset/germany_bundesliga_2014-2015/2015-05-16 - 16-30 Wolfsburg 2 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2015-2016,2015-08-22,2015,8,22,15:30,1 - 2,Hoffenheim,Bayern Munich,4-3-1-2,3-3-1-3,PreZero Arena (Sinsheim),Tobias Stieler,database/Game_dataset/germany_bundesliga_2015-2016/2015-08-22 - 16-30 Hoffenheim 1 - 2 Bayern Munich/Labels-caption.json
germany_bundesliga,2015-2016,2015-08-29,2015,8,29,18:30,3 - 0,Bayern Munich,Bayer Leverkusen,3-3-1-3,4-4-2,Allianz Arena (Munich),Florian Meyer,database/Game_dataset/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/Labels-caption_with_gt.json
germany_bundesliga,2015-2016,2015-08-30,2015,8,30,15:30,3 - 1,Dortmund,Hertha Berlin,4-3-3,5-4-1,Signal Iduna Park (Dortmund),Guido Winkmann,database/Game_dataset/germany_bundesliga_2015-2016/2015-08-30 - 16-30 Dortmund 3 - 1 Hertha Berlin/Labels-caption.json
germany_bundesliga,2015-2016,2015-09-12,2015,9,12,15:30,2 - 1,Bayern Munich,FC Augsburg,3-3-1-3,4-2-3-1,Allianz Arena (Munich),Knut Kircher,database/Game_dataset/germany_bundesliga_2015-2016/2015-09-12 - 16-30 Bayern Munich 2 - 1 FC Augsburg/Labels-caption.json
germany_bundesliga,2015-2016,2015-09-19,2015,9,19,15:30,0 - 3,Darmstadt,Bayern Munich,4-4-1-1,4-1-4-1,Merck-Stadion am Bollenfalltor (Darmstadt),Felix Zwayer,database/Game_dataset/germany_bundesliga_2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/Labels-caption.json
germany_bundesliga,2015-2016,2015-09-20,2015,9,20,17:30,3 - 0,Dortmund,Bayer Leverkusen,4-2-3-1,4-4-2,Signal Iduna Park (Dortmund),Deniz Aytekin,database/Game_dataset/germany_bundesliga_2015-2016/2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen/Labels-caption.json
germany_bundesliga,2015-2016,2015-09-22,2015,9,22,20:00,5 - 1,Bayern Munich,Wolfsburg,4-3-3,4-4-2,Allianz Arena (Munich),Tobias Stieler,database/Game_dataset/germany_bundesliga_2015-2016/2015-09-22 - 21-00 Bayern Munich 5 - 1 Wolfsburg/Labels-caption.json
germany_bundesliga,2015-2016,2015-09-26,2015,9,26,15:30,0 - 3,1. FSV Mainz 05,Bayern Munich,4-2-3-1,4-2-3-1,Mewa Arena (Mainz),Bastian Dankert,database/Game_dataset/germany_bundesliga_2015-2016/2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich/Labels-caption.json
germany_bundesliga,2015-2016,2015-10-04,2015,10,4,17:30,5 - 1,Bayern Munich,Dortmund,4-3-3,4-3-3,Allianz Arena (Munich),Marco Fritz,database/Game_dataset/germany_bundesliga_2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2015-2016,2015-10-24,2015,10,24,15:30,4 - 0,Bayern Munich,FC Koln,4-1-4-1,5-4-1,Allianz Arena (Munich),Florian Meyer,database/Game_dataset/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/Labels-caption_with_gt.json
germany_bundesliga,2015-2016,2015-11-07,2015,11,7,15:30,4 - 0,Bayern Munich,VfB Stuttgart,3-4-2-1,4-4-1-1,Allianz Arena (Munich),Bastian Dankert,database/Game_dataset/germany_bundesliga_2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/Labels-caption.json
germany_bundesliga,2015-2016,2015-11-08,2015,11,8,15:30,3 - 2,Dortmund,Schalke,4-2-3-1,4-4-2,Signal Iduna Park (Dortmund),Felix Brych,database/Game_dataset/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/Labels-caption_with_gt.json
germany_bundesliga,2015-2016,2015-12-12,2015,12,12,15:30,2 - 0,Bayern Munich,Ingolstadt,4-1-4-1,4-3-3,Allianz Arena (Munich),Michael Weiner,database/Game_dataset/germany_bundesliga_2015-2016/2015-12-12 - 17-30 Bayern Munich 2 - 0 Ingolstadt/Labels-caption.json
germany_bundesliga,2015-2016,2016-01-31,2016,1,31,17:30,2 - 0,Bayern Munich,Hoffenheim,4-1-4-1,4-2-3-1,Allianz Arena (Munich),Jochen Drees,database/Game_dataset/germany_bundesliga_2015-2016/2016-01-31 - 19-30 Bayern Munich 2 - 0 Hoffenheim/Labels-caption.json
germany_bundesliga,2015-2016,2016-04-02,2016,4,2,15:30,1 - 0,Bayern Munich,Eintracht Frankfurt,3-4-2-1,5-4-1,Allianz Arena (Munich),Florian Meyer,database/Game_dataset/germany_bundesliga_2015-2016/2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt/Labels-caption.json
germany_bundesliga,2015-2016,2016-04-09,2016,4,9,15:30,1 - 3,VfB Stuttgart,Bayern Munich,5-4-1,3-3-1-3,Mercedes-Benz Arena (Stuttgart),Bastian Dankert,database/Game_dataset/germany_bundesliga_2015-2016/2016-04-09 - 16-30 VfB Stuttgart 1 - 3 Bayern Munich/Labels-caption.json
germany_bundesliga,2015-2016,2016-04-16,2016,4,16,18:30,3 - 0,Bayern Munich,Schalke,4-1-4-1,3-4-3,Allianz Arena (Munich),Tobias Welz,database/Game_dataset/germany_bundesliga_2015-2016/2016-04-16 - 19-30 Bayern Munich 3 - 0 Schalke/Labels-caption.json
germany_bundesliga,2015-2016,2016-04-23,2016,4,23,15:30,0 - 2,Hertha Berlin,Bayern Munich,4-1-4-1,4-2-3-1,Olympiastadion (Berlin),Marco Fritz,database/Game_dataset/germany_bundesliga_2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich/Labels-caption.json
germany_bundesliga,2016-2017,2016-09-10,2016,9,10,18:30,1 - 0,RB Leipzig,Dortmund,4-4-2,4-2-3-1,Red Bull Arena (Leipzig),Wolfgang Stark,database/Game_dataset/germany_bundesliga_2016-2017/2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund/Labels-caption_with_gt.json
germany_bundesliga,2016-2017,2016-09-17,2016,9,17,15:30,6 - 0,Dortmund,Darmstadt,4-1-4-1,5-4-1,Signal Iduna Park (Dortmund),Benjamin Brand,database/Game_dataset/germany_bundesliga_2016-2017/2016-09-17 - 16-30 Dortmund 6 - 0 Darmstadt/Labels-caption.json
germany_bundesliga,2016-2017,2016-09-20,2016,9,20,20:00,1 - 5,Wolfsburg,Dortmund,4-2-3-1,4-1-4-1,Volkswagen Arena (Wolfsburg),Daniel Siebert,database/Game_dataset/germany_bundesliga_2016-2017/2016-09-20 - 21-00 Wolfsburg 1 - 5 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-09-23,2016,9,23,20:30,3 - 1,Dortmund,SC Freiburg,4-1-4-1,4-4-2,Signal Iduna Park (Dortmund),Christian Dingert,database/Game_dataset/germany_bundesliga_2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg/Labels-caption.json
germany_bundesliga,2016-2017,2016-10-01,2016,10,1,18:30,2 - 0,Bayer Leverkusen,Dortmund,4-4-2,3-4-3,BayArena (Leverkusen),Manuel Grafe,database/Game_dataset/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/Labels-caption_with_gt.json
germany_bundesliga,2016-2017,2016-10-14,2016,10,14,20:30,1 - 1,Dortmund,Hertha Berlin,4-2-3-1,4-2-3-1,Signal Iduna Park (Dortmund),Patrick Ittrich,database/Game_dataset/germany_bundesliga_2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/Labels-caption.json
germany_bundesliga,2016-2017,2016-10-22,2016,10,22,15:30,3 - 3,Ingolstadt,Dortmund,4-4-2,4-1-3-2,Audi Sportpark (Ingolstadt),Felix Zwayer,database/Game_dataset/germany_bundesliga_2016-2017/2016-10-22 - 16-30 Ingolstadt 3 - 3 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-10-29,2016,10,29,18:30,0 - 0,Dortmund,Schalke,4-1-4-1,3-1-4-2,Signal Iduna Park (Dortmund),Felix Brych,database/Game_dataset/germany_bundesliga_2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/Labels-caption.json
germany_bundesliga,2016-2017,2016-11-05,2016,11,5,15:30,2 - 5,Hamburger SV,Dortmund,5-4-1,4-1-4-1,Volksparkstadion (Hamburg),Sascha Stegemann,database/Game_dataset/germany_bundesliga_2016-2017/2016-11-05 - 17-30 Hamburger SV 2 - 5 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-11-19,2016,11,19,18:30,1 - 0,Dortmund,Bayern Munich,3-1-4-2,4-3-3,Signal Iduna Park (Dortmund),Tobias Stieler,database/Game_dataset/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/Labels-caption_with_gt.json
germany_bundesliga,2016-2017,2016-11-26,2016,11,26,15:30,2 - 1,Eintracht Frankfurt,Dortmund,5-4-1,4-3-3,Deutsche Bank Park (Frankfurt),Wolfgang Stark,database/Game_dataset/germany_bundesliga_2016-2017/2016-11-26 - 17-30 Eintracht Frankfurt 2 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-12-03,2016,12,3,15:30,4 - 1,Dortmund,B. Monchengladbach,4-1-4-1,4-2-3-1,Signal Iduna Park (Dortmund),Marco Fritz,database/Game_dataset/germany_bundesliga_2016-2017/2016-12-03 - 17-30 Dortmund 4 - 1 B. Monchengladbach/Labels-caption.json
germany_bundesliga,2016-2017,2016-12-10,2016,12,10,15:30,1 - 1,FC Koln,Dortmund,4-3-1-2,3-4-3,RheinEnergieStadion (Cologne),Felix Zwayer,database/Game_dataset/germany_bundesliga_2016-2017/2016-12-10 - 17-30 FC Koln 1 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-12-16,2016,12,16,20:30,2 - 2,Hoffenheim,Dortmund,3-1-4-2,3-4-3,PreZero Arena (Sinsheim),Benjamin Brand,database/Game_dataset/germany_bundesliga_2016-2017/2016-12-16 - 22-30 Hoffenheim 2 - 2 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2016-12-20,2016,12,20,20:00,1 - 1,Dortmund,FC Augsburg,3-4-3,4-1-4-1,Signal Iduna Park (Dortmund),Guido Winkmann,database/Game_dataset/germany_bundesliga_2016-2017/2016-12-20 - 22-00 Dortmund 1 - 1 FC Augsburg/Labels-caption.json
germany_bundesliga,2016-2017,2017-01-21,2017,1,21,15:30,1 - 2,SV Werder Bremen,Dortmund,3-5-2,4-1-4-1,Weserstadion (Bremen),Daniel Siebert,database/Game_dataset/germany_bundesliga_2016-2017/2017-01-21 - 17-30 SV Werder Bremen 1 - 2 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2017-01-29,2017,1,29,17:30,1 - 1,1. FSV Mainz 05,Dortmund,4-2-3-1,4-1-4-1,Mewa Arena (Mainz),Felix Zwayer,database/Game_dataset/germany_bundesliga_2016-2017/2017-01-29 - 19-30 1. FSV Mainz 05 1 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2017-02-04,2017,2,4,18:30,1 - 0,Dortmund,RB Leipzig,3-1-4-2,4-4-2,Signal Iduna Park (Dortmund),Tobias Stieler,database/Game_dataset/germany_bundesliga_2016-2017/2017-02-04 - 20-30 Dortmund 1 - 0 RB Leipzig/Labels-caption.json
germany_bundesliga,2016-2017,2017-02-11,2017,2,11,15:30,2 - 1,Darmstadt,Dortmund,4-2-3-1,3-4-3,Merck-Stadion am Bollenfalltor (Darmstadt),Wolfgang Stark,database/Game_dataset/germany_bundesliga_2016-2017/2017-02-11 - 17-30 Darmstadt 2 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2017-02-18,2017,2,18,15:30,3 - 0,Dortmund,Wolfsburg,4-1-4-1,3-1-4-2,Signal Iduna Park (Dortmund),Gunter Perl,database/Game_dataset/germany_bundesliga_2016-2017/2017-02-18 - 17-30 Dortmund 3 - 0 Wolfsburg/Labels-caption.json
germany_bundesliga,2016-2017,2017-02-25,2017,2,25,15:30,0 - 3,SC Freiburg,Dortmund,4-4-2,3-1-4-2,Dreisamstadion (Freiburg),Daniel Siebert,database/Game_dataset/germany_bundesliga_2016-2017/2017-02-25 - 17-30 SC Freiburg 0 - 3 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2017-03-04,2017,3,4,15:30,6 - 2,Dortmund,Bayer Leverkusen,3-4-3,4-4-1-1,Signal Iduna Park (Dortmund),Christian Dingert,database/Game_dataset/germany_bundesliga_2016-2017/2017-03-04 - 17-30 Dortmund 6 - 2 Bayer Leverkusen/Labels-caption.json
germany_bundesliga,2016-2017,2017-03-17,2017,3,17,20:30,1 - 0,Dortmund,Ingolstadt,3-4-2-1,3-4-3,Signal Iduna Park (Dortmund),Daniel Siebert,database/Game_dataset/germany_bundesliga_2016-2017/2017-03-17 - 22-30 Dortmund 1 - 0 Ingolstadt/Labels-caption.json
germany_bundesliga,2016-2017,2017-04-01,2017,4,1,15:30,1 - 1,Schalke,Dortmund,4-2-3-1,3-4-3,Veltins Arena (Gelsenkirchen),Felix Zwayer,database/Game_dataset/germany_bundesliga_2016-2017/2017-04-01 - 16-30 Schalke 1 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2016-2017,2017-04-15,2017,4,15,15:30,3 - 1,Dortmund,Eintracht Frankfurt,4-1-4-1,3-4-3,Signal Iduna Park (Dortmund),Robert Hartmann,database/Game_dataset/germany_bundesliga_2016-2017/2017-04-15 - 16-30 Dortmund 3 - 1 Eintracht Frankfurt/Labels-caption.json
germany_bundesliga,2016-2017,2017-04-29,2017,4,29,15:30,0 - 0,Dortmund,FC Koln,4-3-3,4-3-3,Signal Iduna Park (Dortmund),Tobias Stieler,database/Game_dataset/germany_bundesliga_2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/Labels-caption.json
germany_bundesliga,2016-2017,2017-05-13,2017,5,13,15:30,1 - 1,FC Augsburg,Dortmund,4-2-3-1,3-4-1-2,WWK Arena (Augsburg),Sascha Stegemann,database/Game_dataset/germany_bundesliga_2016-2017/2017-05-13 - 16-30 FC Augsburg 1 - 1 Dortmund/Labels-caption.json
germany_bundesliga,2017-2018,2017-08-18,2017,08,18,02:30,3 - 1,Bayern Munich,Bayer Leverkusen,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Allianz Arena (Munich),Tobias Stieler,database/Game_dataset/germany_bundesliga_2017-2018/2017-08-18_bayern-munchen-bayer-leverkusen-bundesliga-2017-2018/2017-08-19_Bayern_Munich_3-1_Bayer_Leverkusen_xEoXq6aN.json
germany_bundesliga,2017-2018,2017-09-09,2017,09,09,00:30,2 - 0,Hoffenheim,Bayern Munich,3 - 1 - 4 - 2,4 - 3 - 3,PreZero Arena (Sinsheim),Daniel Siebert,database/Game_dataset/germany_bundesliga_2017-2018/2017-09-09_1899-hoffenheim-bayern-munchen-bundesliga/2017-09-10_Hoffenheim_2-0_Bayern_Munich_QZZHb89h.json
germany_bundesliga,2017-2018,2017-09-10,2017,09,10,21:30,1 - 1,Hertha Berlin,Werder Bremen,4 - 2 - 3 - 1,3 - 5 - 2,Olympiastadion (Berlin),Bibiana Steinhaus,database/Game_dataset/germany_bundesliga_2017-2018/2017-09-10_hertha-bsc-werder-bremen/2017-09-10_Hertha_Berlin_1-1_Werder_Bremen_OKhLcSOb.json
germany_bundesliga,2017-2018,2017-09-17,2017,09,17,00:00,5 - 0,Dortmund,FC Koln,4 - 1 - 2 - 3,4 - 5 - 1,Signal Iduna Park (Dortmund),Patrick Ittrich,database/Game_dataset/germany_bundesliga_2017-2018/2017-09-17_borussia-dortmund-1-fc-koln-bundesliga-2017-2018/2017-09-18_Dortmund_5-0_FC_Koln_C4DbBogb.json
germany_bundesliga,2017-2018,2017-10-01,2017,10,01,21:30,2 - 2,Hertha Berlin,Bayern Munich,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Olympiastadion (Berlin),Harm Osmers,database/Game_dataset/germany_bundesliga_2017-2018/2017-10-01_hertha-berlin-bayern-munchen/2017-10-01_Hertha_Berlin_2-2_Bayern_Munich_MyS6cvnD.json
germany_bundesliga,2017-2018,2017-10-21,2017,10,21,00:30,0 - 1,Hamburger SV,Bayern Munich,3 - 4 - 1 - 2,4 - 2 - 3 - 1,Volksparkstadion (Hamburg),Marco Fritz,database/Game_dataset/germany_bundesliga_2017-2018/2017-10-21_hamburger-sv-bayern-munchen-bundesliga-2017-2018/2017-10-22_Hamburger_SV_0-1_Bayern_Munich_WnPkSki4.json
germany_bundesliga,2017-2018,2017-11-04,2017,11,04,22:30,2 - 1,RB Leipzig,Hannover,4 - 4 - 2,3 - 4 - 3,Red Bull Arena (Leipzig),Martin Petersen,database/Game_dataset/germany_bundesliga_2017-2018/2017-11-04_rb-leipzig-hannover-96/2017-11-04_RB_Leipzig_2-1_Hannover_x63Yx75M.json
